Id,avg_very_active_min,avg_fairly_active_min,avg_lightly_active_min
1503960366,38.70967741935484,19.161290322580644,219.93548387096774
1624580081,8.67741935483871,5.806451612903226,153.48387096774192
1644430081,9.566666666666666,21.366666666666667,178.46666666666667
1844505072,0.12903225806451613,1.2903225806451613,115.45161290322581
1927972279,1.3225806451612903,0.7741935483870968,38.58064516129032
2022484408,36.29032258064516,19.35483870967742,257.4516129032258
2026352035,0.0967741935483871,0.25806451612903225,256.64516129032256
2320127002,1.3548387096774193,2.5806451612903225,198.19354838709677
2347167796,13.5,20.555555555555557,252.5
2873212765,14.096774193548388,6.129032258064516,308
3372868164,9.15,4.1,327.9
3977333714,18.9,61.266666666666666,174.76666666666668
4020332650,5.193548387096774,5.354838709677419,76.93548387096774
4057192912,0.75,1.5,103
4319703577,3.5806451612903225,12.32258064516129,228.7741935483871
4388161847,23.161290322580644,20.35483870967742,229.3548387096774
4445114986,6.612903225806452,1.7419354838709677,209.09677419354838
4558609924,10.387096774193548,13.709677419354838,284.96774193548384
4702921684,5.129032258064516,26.032258064516128,237.48387096774192
5553957443,23.419354838709676,13,206.19354838709677
5577150313,87.33333333333333,29.833333333333332,147.93333333333334
6117666160,1.5714285714285714,2.0357142857142856,288.35714285714283
6290855005,2.7586206896551726,3.793103448275862,227.44827586206895
6775888955,11,14.807692307692308,40.15384615384615
6962181067,22.806451612903224,18.516129032258064,245.80645161290323
7007744171,31.03846153846154,16.26923076923077,280.7307692307692
7086361926,42.58064516129032,25.35483870967742,143.83870967741936
8053475328,85.16129032258064,9.580645161290322,150.96774193548387
8253242879,20.526315789473685,14.31578947368421,116.89473684210526
8378563200,58.67741935483871,10.258064516129032,156.09677419354838
8583815059,9.67741935483871,22.193548387096776,138.29032258064515
8792009665,0.9655172413793104,4.0344827586206895,91.79310344827586
8877689391,66.06451612903226,9.935483870967742,234.70967741935485
